"TenureTrack Faculty","create","PDSWhole"
"Research Faculty","create","PDSWhole"
"PIEligible","create","PDSWhole"
"CoPI","read","OSPInfo"
"CoPI","read","SPInfo"
"CoPI","read","ApprovalInfo"
"CoPI","read","Budget Info"
"CoPI","delete-sp","CoPI"
"CoPI","add-sp","CoPI"
"CoPI","read","RDApproval"
"CoPI","read","PDSSections"
"CoPI","read","PIEditable"
"CoPI","read","BMApproval"
"CoPI","delete-sp","SPAdd"
"CoPI","add-sp","SPAdd"
"CoPI","read","Compliance Info"
"CoPI","write","Compliance Info"
"CoPI","read","ChairApproval"
"CoPI","read","CoPIInfo"
"CoPI","read","Signature Info"
"CoPI","write","Signature Info"
"CoPI","read","CostShare Info"
"CoPI","write","CostShare Info"
"CoPI","read","Collaboration Info"
"CoPI","write","Collaboration Info"
"CoPI","read","Proprietary Info"
"CoPI","write","Proprietary Info"
"CoPI","read","DeanApproval"
"CoPI","read","Project Info"
"CoPI","read","UnivCommitmentsInfo"
"CoPI","write","UnivCommitmentsInfo"
"CoPI","read","COI"
"CoPI","write","COI"
"CoPI","delete-sp","SP"
"CoPI","add-sp","SP"
"CoPI","delete-sp","CoPIAdd"
"CoPI","add-sp","CoPIAdd"
"CoPI","read","Investigator Info"
"CoPI","read","PIInfo"
"CoPI","read","RAApproval"
"CoPI","read","CoPIEditable"
"CoPI","write","CoPIEditable"
"CoPI","read","Additional Info"
"CoPI","write","Additional Info"
"CoPI","delete-sp","PI"
"CoPI","add-sp","PI"
"CoPI","read","IRBApproval"
"SPAdd","read","OSPInfo"
"SPAdd","read","SPInfo"
"SPAdd","read","ApprovalInfo"
"SPAdd","read","Budget Info"
"SPAdd","read","RDApproval"
"SPAdd","read","PDSSections"
"SPAdd","read","PIEditable"
"SPAdd","read","BMApproval"
"SPAdd","read","Compliance Info"
"SPAdd","read","ChairApproval"
"SPAdd","read","CoPIInfo"
"SPAdd","read","Signature Info"
"SPAdd","read","CostShare Info"
"SPAdd","read","Collaboration Info"
"SPAdd","read","Proprietary Info"
"SPAdd","read","DeanApproval"
"SPAdd","read","Project Info"
"SPAdd","read","UnivCommitmentsInfo"
"SPAdd","read","COI"
"SPAdd","read","Investigator Info"
"SPAdd","read","PIInfo"
"SPAdd","read","RAApproval"
"SPAdd","read","CoPIEditable"
"SPAdd","read","Additional Info"
"SPAdd","read","IRBApproval"
"Tenured Faculty","create","PDSWhole"
"samer","create","PDSWhole"
"super_ua1","Delete","Research Admin"
"super_ua1","delete-sp","Research Admin"
"super_ua1","read","Research Admin"
"super_ua1","ViewLog","Research Admin"
"super_ua1","create","Research Admin"
"super_ua1","Submit","Research Admin"
"super_ua1","*","Research Admin"
"super_ua1","add-sp","Research Admin"
"super_ua1","write","Research Admin"
"super_ua1","delete-copi","Research Admin"
"super_ua1","add-copi","Research Admin"
"super_ua1","Delete","tomtom"
"super_ua1","delete-sp","tomtom"
"super_ua1","read","tomtom"
"super_ua1","ViewLog","tomtom"
"super_ua1","create","tomtom"
"super_ua1","Submit","tomtom"
"super_ua1","*","tomtom"
"super_ua1","add-sp","tomtom"
"super_ua1","write","tomtom"
"super_ua1","delete-copi","tomtom"
"super_ua1","add-copi","tomtom"
"super_ua1","Delete","DeptECE"
"super_ua1","delete-sp","DeptECE"
"super_ua1","read","DeptECE"
"super_ua1","ViewLog","DeptECE"
"super_ua1","create","DeptECE"
"super_ua1","Submit","DeptECE"
"super_ua1","*","DeptECE"
"super_ua1","add-sp","DeptECE"
"super_ua1","write","DeptECE"
"super_ua1","delete-copi","DeptECE"
"super_ua1","add-copi","DeptECE"
"super_ua1","Delete","TenureTrack Faculty"
"super_ua1","delete-sp","TenureTrack Faculty"
"super_ua1","read","TenureTrack Faculty"
"super_ua1","ViewLog","TenureTrack Faculty"
"super_ua1","create","TenureTrack Faculty"
"super_ua1","Submit","TenureTrack Faculty"
"super_ua1","*","TenureTrack Faculty"
"super_ua1","add-sp","TenureTrack Faculty"
"super_ua1","write","TenureTrack Faculty"
"super_ua1","delete-copi","TenureTrack Faculty"
"super_ua1","add-copi","TenureTrack Faculty"
"super_ua1","Delete","CoPIEligible"
"super_ua1","delete-sp","CoPIEligible"
"super_ua1","read","CoPIEligible"
"super_ua1","ViewLog","CoPIEligible"
"super_ua1","create","CoPIEligible"
"super_ua1","Submit","CoPIEligible"
"super_ua1","*","CoPIEligible"
"super_ua1","add-sp","CoPIEligible"
"super_ua1","write","CoPIEligible"
"super_ua1","delete-copi","CoPIEligible"
"super_ua1","add-copi","CoPIEligible"
"super_ua1","Delete","Dean COE"
"super_ua1","delete-sp","Dean COE"
"super_ua1","read","Dean COE"
"super_ua1","ViewLog","Dean COE"
"super_ua1","create","Dean COE"
"super_ua1","Submit","Dean COE"
"super_ua1","*","Dean COE"
"super_ua1","add-sp","Dean COE"
"super_ua1","write","Dean COE"
"super_ua1","delete-copi","Dean COE"
"super_ua1","add-copi","Dean COE"
"super_ua1","Delete","ChairCS"
"super_ua1","delete-sp","ChairCS"
"super_ua1","read","ChairCS"
"super_ua1","ViewLog","ChairCS"
"super_ua1","create","ChairCS"
"super_ua1","Submit","ChairCS"
"super_ua1","*","ChairCS"
"super_ua1","add-sp","ChairCS"
"super_ua1","write","ChairCS"
"super_ua1","delete-copi","ChairCS"
"super_ua1","add-copi","ChairCS"
"super_ua1","Delete","bmChemUser"
"super_ua1","delete-sp","bmChemUser"
"super_ua1","read","bmChemUser"
"super_ua1","ViewLog","bmChemUser"
"super_ua1","create","bmChemUser"
"super_ua1","Submit","bmChemUser"
"super_ua1","*","bmChemUser"
"super_ua1","add-sp","bmChemUser"
"super_ua1","write","bmChemUser"
"super_ua1","delete-copi","bmChemUser"
"super_ua1","add-copi","bmChemUser"
"super_ua1","Delete","DeanCOEUser"
"super_ua1","delete-sp","DeanCOEUser"
"super_ua1","read","DeanCOEUser"
"super_ua1","ViewLog","DeanCOEUser"
"super_ua1","create","DeanCOEUser"
"super_ua1","Submit","DeanCOEUser"
"super_ua1","*","DeanCOEUser"
"super_ua1","add-sp","DeanCOEUser"
"super_ua1","write","DeanCOEUser"
"super_ua1","delete-copi","DeanCOEUser"
"super_ua1","add-copi","DeanCOEUser"
"super_ua1","Delete","Research Faculty"
"super_ua1","delete-sp","Research Faculty"
"super_ua1","read","Research Faculty"
"super_ua1","ViewLog","Research Faculty"
"super_ua1","create","Research Faculty"
"super_ua1","Submit","Research Faculty"
"super_ua1","*","Research Faculty"
"super_ua1","add-sp","Research Faculty"
"super_ua1","write","Research Faculty"
"super_ua1","delete-copi","Research Faculty"
"super_ua1","add-copi","Research Faculty"
"super_ua1","Delete","raUser"
"super_ua1","delete-sp","raUser"
"super_ua1","read","raUser"
"super_ua1","ViewLog","raUser"
"super_ua1","create","raUser"
"super_ua1","Submit","raUser"
"super_ua1","*","raUser"
"super_ua1","add-sp","raUser"
"super_ua1","write","raUser"
"super_ua1","delete-copi","raUser"
"super_ua1","add-copi","raUser"
"super_ua1","Delete","PIEligible"
"super_ua1","delete-sp","PIEligible"
"super_ua1","read","PIEligible"
"super_ua1","ViewLog","PIEligible"
"super_ua1","create","PIEligible"
"super_ua1","Submit","PIEligible"
"super_ua1","*","PIEligible"
"super_ua1","add-sp","PIEligible"
"super_ua1","write","PIEligible"
"super_ua1","delete-copi","PIEligible"
"super_ua1","add-copi","PIEligible"
"super_ua1","Delete","Dean COAS"
"super_ua1","delete-sp","Dean COAS"
"super_ua1","read","Dean COAS"
"super_ua1","ViewLog","Dean COAS"
"super_ua1","create","Dean COAS"
"super_ua1","Submit","Dean COAS"
"super_ua1","*","Dean COAS"
"super_ua1","add-sp","Dean COAS"
"super_ua1","write","Dean COAS"
"super_ua1","delete-copi","Dean COAS"
"super_ua1","add-copi","Dean COAS"
"super_ua1","Delete","liliana"
"super_ua1","delete-sp","liliana"
"super_ua1","read","liliana"
"super_ua1","ViewLog","liliana"
"super_ua1","create","liliana"
"super_ua1","Submit","liliana"
"super_ua1","*","liliana"
"super_ua1","add-sp","liliana"
"super_ua1","write","liliana"
"super_ua1","delete-copi","liliana"
"super_ua1","add-copi","liliana"
"super_ua1","Delete","rdUser"
"super_ua1","delete-sp","rdUser"
"super_ua1","read","rdUser"
"super_ua1","ViewLog","rdUser"
"super_ua1","create","rdUser"
