"Rafael","create","PDSWhole"
"Dusty","create","PDSWhole"
"D'angelo","create","PDSWhole"
"Vesta","create","PDSWhole"
"Violet","create","PDSWhole"
"Alden","create","PDSWhole"
"Malvina","create","PDSWhole"
"Soledad","create","PDSWhole"
"Friedrich","create","PDSWhole"
"Kade","create","PDSWhole"
"Lyric","create","PDSWhole"
"Garret","create","PDSWhole"
"Milford","create","PDSWhole"
"Imelda","create","PDSWhole"
"Letha","create","PDSWhole"
"Kailyn","create","PDSWhole"
"nazmul","create","PDSWhole"
"Favian","create","PDSWhole"
"Pat","create","PDSWhole"
"Maribel","create","PDSWhole"
"Jeromy","create","PDSWhole"
"Christ","create","PDSWhole"
"Mariah","create","PDSWhole"
"Letitia","create","PDSWhole"
"Enola","create","PDSWhole"
"Ed","create","PDSWhole"
"Lulu","create","PDSWhole"
"Dasia","create","PDSWhole"
"Hardy","create","PDSWhole"
"Vernon","create","PDSWhole"
"Joey","create","PDSWhole"
"Lourdes","create","PDSWhole"
"Julio","create","PDSWhole"
"Wellington","create","PDSWhole"
"Theodore","create","PDSWhole"
"Jamaal","create","PDSWhole"
"Johnpaul","create","PDSWhole"
"Elsie","create","PDSWhole"
"Maggie","create","PDSWhole"
"NickC","create","PDSWhole"
"Jo","create","PDSWhole"
"Alfreda","create","PDSWhole"
"TenureTrack Faculty","create","PDSWhole"
"Eden","create","PDSWhole"
"Carlotta","create","PDSWhole"
"Braeden","create","PDSWhole"
"Otha","create","PDSWhole"
"Alessandra","create","PDSWhole"
"Ashly","create","PDSWhole"
"Eve","create","PDSWhole"
"Ozzie","create","PDSWhole"
"Dominic","create","PDSWhole"
"Marguerite","create","PDSWhole"
"PI","read","OSPInfo"
"PI","read","Additional Info"
"PI","write","Additional Info"
"PI","read","Budget Info"
"PI","write","Budget Info"
"PI","read","Collaboration Info"
"PI","write","Collaboration Info"
"PI","read","CoPIEditable"
"PI","write","CoPIEditable"
"PI","read","PDSSections"
"PI","read","BMApproval"
"PI","read","CoPIInfo"
"PI","read","Signature Info"
"PI","write","Signature Info"
"PI","delete-sp","PI"
"PI","add-sp","PI"
"PI","delete-copi","PI"
"PI","add-copi","PI"
