"1","Valentin","Valentin","Delete","false"
"2","Valentin","Ralph","delete-sp","false"
"3","Valentin","DeptDEAJ","read","false"
"4","Valentin","Dean CTBS","ViewLog","false"
"5","Valentin","bmDVUDUser","create","false"
"6","Valentin","Winston","Submit","false"
"7","Valentin","Luciano","add-sp","false"
"8","Valentin","Sabrina","write","false"
"9","Valentin","Violet","delete-copi","false"
"10","Valentin","ChairDDLA","add-copi","false"
"11","Valentin","DeanCWTHUser","add-copi","false"
"12","Valentin","Godfrey","create","false"
"13","Valentin","Compliance Info","add-sp","false"
"14","Valentin","Dora","create","false"
"15","Valentin","PDSWhole","delete-sp","false"
"16","Valentin","Theresia","Delete","false"
"17","Valentin","ChairApproval","Submit","false"
"18","Valentin","Antwon","ViewLog","false"
"19","Valentin","Adell","read","false"
"20","Valentin","ChairDEAJUser","Submit","false"
"21","Valentin","Tremayne","write","false"
"22","Valentin","bmDSVOUser","Submit","false"
"23","Valentin","Maynard","ViewLog","false"
"24","Valentin","ChairDRJQ","add-sp","false"
"25","Valentin","Proprietary Info","delete-copi","false"
"26","Valentin","bmECEUser","Delete","false"
"27","Valentin","samer","add-copi","false"
"28","Valentin","Tenured Faculty","delete-copi","false"
"29","Valentin","Nasir","read","false"
"30","Valentin","DeptCS","delete-copi","false"
"31","Valentin","SPEligible","ViewLog","false"
"32","Valentin","SP","ViewLog","false"
"33","Valentin","Thomas","create","false"
"34","Valentin","ChairDVUDUser","write","false"
"35","Valentin","BMCHEM","ViewLog","false"
"36","Valentin","BMDXRL","Delete","false"
"37","Valentin","Eula","add-sp","false"
"38","Valentin","ChairPHY","Delete","false"
"39","Valentin","Nakia","read","false"
"40","Valentin","BMDELL","ViewLog","false"
"41","Valentin","BMDWPA","ViewLog","false"
"42","Valentin","bmDLRZUser","read","false"
"43","Valentin","ChairDSVOUser","create","false"
"44","Valentin","nazmul","create","false"
"45","Valentin","Clinic Faculty","Submit","false"
"46","Valentin","Orie","add-sp","false"
"47","Valentin","DeptDRJQ","read","false"
"48","Valentin","bmDXRLUser","ViewLog","false"
"49","Valentin","tomtom","create","false"
"50","Valentin","Research Admin","ViewLog","false"
"51","Valentin","OSPInfo","create","false"
"52","Valentin","DeptDVFQ","Submit","false"
"53","Valentin","ChairDKVUUser","Delete","false"
"54","Valentin","CoPIEligible","delete-copi","false"
"55","Valentin","SPInfo","create","false"
"56","Valentin","bmDIRFUser","ViewLog","false"
"57","Valentin","Trisha","delete-sp","false"
"58","Valentin","ApprovalInfo","Submit","false"
"59","Valentin","ChairCS","create","false"
"60","Valentin","raUser","add-copi","false"
"61","Valentin","bmDLROUser","delete-sp","false"
"62","Valentin","PIEligible","Submit","false"
"63","Valentin","DeptDMEY","create","false"
"64","Valentin","RDApproval","add-sp","false"
"65","Valentin","PIEditable","add-copi","false"
"66","Valentin","Demario","add-sp","false"
"67","Valentin","BMDKVU","delete-sp","false"
"68","Valentin","BMDSVO","delete-copi","false"
"69","Valentin","bmDMEYUser","Delete","false"
"70","Valentin","Dean","Submit","false"
"71","Valentin","DeanCSXVUser","create","false"
"72","Valentin","ChairDXRLUser","delete-sp","false"
"73","Valentin","BMDIRF","add-sp","false"
"74","Valentin","bmDRJQUser","ViewLog","false"
"75","Valentin","Stefan","create","false"
"76","Valentin","ChairDEAJ","Submit","false"
"77","Valentin","CostShare Info","write","false"
"78","Valentin","ChairDLRZ","delete-sp","false"
"79","Valentin","BMDZSE","write","false"
"80","Valentin","Keira","Delete","false"
"81","Valentin","bmPHYUser","write","false"
"82","Valentin","ChairDFVU","add-sp","false"
"83","Valentin","ChairDLRO","add-copi","false"
"84","Valentin","DeptDFVU","write","false"
"85","Valentin","Dean CWTH","read","false"
"86","Valentin","bmDEAJUser","write","false"
"87","Valentin","DeanCTLEUser","add-copi","false"
"88","Valentin","bmDFVUUser","add-sp","false"
"89","Valentin","DeptDLRO","ViewLog","false"
"90","Valentin","PIInfo","write","false"
"91","Valentin","Teaching Faculty","add-copi","false"
"92","Valentin","BMPHY","delete-sp","false"
"93","Valentin","DeptDLRZ","write","false"
"94","Valentin","RAApproval","delete-copi","false"
"95","Valentin","ChairDVUD","delete-sp","false"
"96","Valentin","ChairDZSEUser","read","false"
"97","Valentin","ChairPHYUser","create","false"
"98","Valentin","Additional Info","Submit","false"
"99","Valentin","TenuredTenureTrack Faculty","add-copi","false"
"100","Valentin","BMECE","read","false"
"101","Valentin","ChairDVFQUser","delete-copi","false"
"102","Valentin","bmDZSEUser","ViewLog","false"
"103","Valentin","DeptDZSE","add-sp","false"
"104","Valentin","bmDDLAUser","delete-sp","false"
"105","Valentin","Natasha","add-copi","false"
"106","Valentin","ChairDMEY","Submit","false"
"107","Valentin","Pierce","delete-sp","false"
"108","Valentin","Dandre","write","false"
"109","Valentin","Dean CSXV","Submit","false"
"110","Valentin","DeptDIRF","add-sp","false"
"111","Valentin","DeanCOEUser","add-copi","false"
"112","Valentin","ChairDDLAUser","Submit","false"
"113","Valentin","Roderick","delete-sp","false"
"114","Valentin","Pablo","create","false"
"115","Valentin","Budget Info","write","false"
"116","Valentin","Dean CTLE","add-sp","false"
"117","Valentin","Dean COAS","add-copi","false"
"118","Valentin","Nikko","delete-sp","false"
"119","Valentin","DeptDSVO","create","false"
"120","Valentin","DeptDKVU","Delete","false"
"121","Valentin","bmCSUser","delete-sp","false"
"122","Valentin","ChairDVFQ","write","false"
"123","Valentin","Newton","delete-sp","false"
"124","Valentin","BMDMEY","add-copi","false"
"125","Valentin","Adjunct Faculty","read","false"
"126","Valentin","Aurelio","add-copi","false"
"127","Valentin","Bell","delete-copi","false"
"128","Valentin","DeanCLIFUser","read","false"
"129","Valentin","DeptPHY","Delete","false"
"130","Valentin","irbUser","add-sp","false"
"131","Valentin","Bridgette","create","false"
"132","Valentin","Chair","Submit","false"
"133","Valentin","Collaboration Info","Delete","false"
"134","Valentin","ChairDELLUser","read","false"
"135","Valentin","Nash","add-copi","false"
"136","Valentin","ChairDRJQUser","ViewLog","false"
"137","Valentin","ChairDWPAUser","write","false"
"138","Valentin","Research Director","read","false"
"139","Valentin","bmDELLUser","ViewLog","false"
"140","Valentin","ChairChemUser","ViewLog","false"
"141","Valentin","BMDVFQ","Delete","false"
"142","Valentin","Mireya","delete-copi","false"
"143","Valentin","NickC","Delete","false"
"144","Valentin","COI","write","false"
"145","Valentin","Melyssa","delete-sp","false"
"146","Valentin","Dean CSXO","create","false"
"147","Valentin","Ike","write","false"
"148","Valentin","ChairECEUser","write","false"
"149","Valentin","Ethan","Delete","false"
"150","Valentin","BMDLRZ","ViewLog","false"
"151","Valentin","Investigator Info","delete-sp","false"
"152","Valentin","IRBOfficer","add-sp","false"
"153","Valentin","BMDFVU","create","false"
"154","Valentin","Giovanna","add-copi","false"
"155","Valentin","Anabel","create","false"
"156","Valentin","bmDWPAUser","add-copi","false"
"157","Valentin","CoPIEditable","ViewLog","false"
"158","Valentin","Dean CKXC","write","false"
"159","Valentin","IRBApproval","write","false"
"160","Valentin","TenureTrack Faculty","delete-sp","false"
"161","Valentin","BMDVUD","add-sp","false"
"162","Valentin","ChairDIRFUser","add-sp","false"
"163","Valentin","Samir","add-sp","false"
"164","Valentin","ChairDKVU","add-copi","false"
"165","Valentin","Chelsea","create","false"
"166","Valentin","bmChemUser","add-sp","false"
"167","Valentin","ChairDLROUser","delete-copi","false"
"168","Valentin","DeptDDLA","ViewLog","false"
"169","Valentin","Aaliyah","delete-copi","false"
"170","Valentin","Research Faculty","add-sp","false"
"171","Valentin","ChairDSVO","Delete","false"
"172","Valentin","ChairDMEYUser","Submit","false"
"173","Valentin","Alessandra","delete-copi","false"
"174","Valentin","CoPI","Submit","false"
"175","Valentin","bmDKVUUser","ViewLog","false"
"176","Valentin","Alan","ViewLog","false"
"177","Valentin","PDSSections","ViewLog","false"
"178","Valentin","liliana","write","false"
"179","Valentin","BMApproval","Submit","false"
"180","Valentin","Rogelio","delete-copi","false"
"181","Valentin","ChairDZSE","delete-sp","false"
"182","Valentin","CoPIInfo","ViewLog","false"
"183","Valentin","Signature Info","delete-sp","false"
"184","Valentin","ChairCHEM","ViewLog","false"
"185","Valentin","ChairDXRL","add-sp","false"
"186","Valentin","ChairDFVUUser","Submit","false"
"187","Valentin","BMDEAJ","read","false"
"188","Valentin","Gust","delete-sp","false"
"189","Valentin","ChairDELL","delete-copi","false"
"190","Valentin","Project Info","add-sp","false"
"191","Valentin","UnivCommitmentsInfo","delete-copi","false"
"192","Valentin","ChairDWPA","Submit","false"
"193","Valentin","Jace","add-copi","false"
"194","Valentin","BMDRJQ","delete-copi","false"
