"Winston","create","PDSWhole"
"Luciano","create","PDSWhole"
"Godfrey","create","PDSWhole"
"Antwon","create","PDSWhole"
"Adell","create","PDSWhole"
"samer","create","PDSWhole"
"Tenured Faculty","create","PDSWhole"
"SP","read","Compliance Info"
"SP","read","ChairApproval"
"SP","read","Proprietary Info"
"SP","read","OSPInfo"
"SP","read","SPInfo"
"SP","read","ApprovalInfo"
"SP","read","RDApproval"
"SP","read","PIEditable"
"SP","read","CostShare Info"
"SP","read","PIInfo"
"SP","read","RAApproval"
"SP","read","Additional Info"
"SP","read","Budget Info"
"SP","read","Collaboration Info"
"SP","read","COI"
"SP","read","Investigator Info"
"SP","read","CoPIEditable"
"SP","read","IRBApproval"
"SP","read","PDSSections"
"SP","read","BMApproval"
"SP","read","CoPIInfo"
"SP","read","Signature Info"
"SP","read","DeanApproval"
"SP","read","Project Info"
"SP","read","UnivCommitmentsInfo"
"Eula","create","PDSWhole"
"nazmul","create","PDSWhole"
"Orie","create","PDSWhole"
"Frances","create","PDSWhole"
"PIEligible","create","PDSWhole"
"William","create","PDSWhole"
"Demario","create","PDSWhole"
"Luis","create","PDSWhole"
"TenuredTenureTrack Faculty","create","PDSWhole"
"Pierce","create","PDSWhole"
"Sammy","create","PDSWhole"
"Dandre","create","PDSWhole"
"Roderick","create","PDSWhole"
"Pablo","create","PDSWhole"
"Newton","create","PDSWhole"
"Bell","create","PDSWhole"
"Amara","create","PDSWhole"
"Bridgette","create","PDSWhole"
"Nash","create","PDSWhole"
"Nathan","create","PDSWhole"
"NickC","create","PDSWhole"
"Ethan","create","PDSWhole"
"Giovanna","create","PDSWhole"
"Chloe","create","PDSWhole"
"TenureTrack Faculty","create","PDSWhole"
"Chelsea","create","PDSWhole"
"Kattie","create","PDSWhole"
"Aaliyah","create","PDSWhole"
"Research Faculty","create","PDSWhole"
"CoPI","read","Compliance Info"
"CoPI","write","Compliance Info"
"CoPI","read","ChairApproval"
"CoPI","read","Proprietary Info"
"CoPI","write","Proprietary Info"
"CoPI","delete-sp","SP"
"CoPI","add-sp","SP"
"CoPI","read","OSPInfo"
"CoPI","read","SPInfo"
"CoPI","read","ApprovalInfo"
"CoPI","read","RDApproval"
"CoPI","read","PIEditable"
"CoPI","read","CostShare Info"
"CoPI","write","CostShare Info"
"CoPI","read","PIInfo"
"CoPI","read","RAApproval"
"CoPI","read","Additional Info"
"CoPI","write","Additional Info"
"CoPI","read","Budget Info"
"CoPI","read","Collaboration Info"
"CoPI","write","Collaboration Info"
"CoPI","read","COI"
"CoPI","write","COI"
"CoPI","read","Investigator Info"
"CoPI","read","CoPIEditable"
"CoPI","write","CoPIEditable"
"CoPI","read","IRBApproval"
"CoPI","delete-sp","CoPI"
"CoPI","add-sp","CoPI"
"CoPI","read","PDSSections"
"CoPI","read","BMApproval"
"CoPI","read","CoPIInfo"
"CoPI","read","Signature Info"
"CoPI","write","Signature Info"
"CoPI","read","DeanApproval"
"CoPI","read","Project Info"
"CoPI","read","UnivCommitmentsInfo"
"CoPI","write","UnivCommitmentsInfo"
"CoPI","delete-sp","PI"
"CoPI","add-sp","PI"
"Alan","create","PDSWhole"
"Rogelio","create","PDSWhole"
"Jace","create","PDSWhole"
"Easton","create","PDSWhole"
"Marisol","create","PDSWhole"
"PI","read","Compliance Info"
"PI","write","Compliance Info"
"PI","Delete","PDSWhole"
"PI","Submit","PDSWhole"
"PI","read","ChairApproval"
"PI","read","Proprietary Info"
"PI","write","Proprietary Info"
"PI","delete-sp","SP"
"PI","add-sp","SP"
"PI","read","OSPInfo"
"PI","read","SPInfo"
"PI","read","ApprovalInfo"
"PI","read","RDApproval"
"PI","read","PIEditable"
"PI","write","PIEditable"
"PI","read","CostShare Info"
"PI","write","CostShare Info"
"PI","read","PIInfo"
"PI","read","RAApproval"
"PI","read","Additional Info"
"PI","write","Additional Info"
"PI","read","Budget Info"
"PI","write","Budget Info"
"PI","read","Collaboration Info"
"PI","write","Collaboration Info"
"PI","read","COI"
"PI","write","COI"
"PI","read","Investigator Info"
"PI","read","CoPIEditable"
"PI","write","CoPIEditable"
"PI","read","IRBApproval"
"PI","delete-sp","CoPI"
"PI","add-sp","CoPI"
"PI","delete-copi","CoPI"
"PI","add-copi","CoPI"
"PI","read","PDSSections"
"PI","read","BMApproval"
"PI","read","CoPIInfo"
"PI","read","Signature Info"
"PI","write","Signature Info"
"PI","read","DeanApproval"
"PI","read","Project Info"
"PI","write","Project Info"
"PI","read","UnivCommitmentsInfo"
"PI","write","UnivCommitmentsInfo"
"PI","ViewLog","Audit Log"
"PI","delete-sp","PI"
"PI","add-sp","PI"
"PI","delete-copi","PI"
"PI","add-copi","PI"
